ROLL NUMBER,TEACHER,SUBJECT,FEEDBACK_TEXT,teaching,coursecontent,examination,labwork,library_facilities,extracurricular
668,Mr. Sharma,Chemistry,Labs were well-equipped and interesting. Course material was relevant and engaging. The teacher explains very clearly. Exam patterns were predictable and easy.,1,1,1,1,0,0
669,Dr. Mehta,Computer Science,Library was not maintained properly.,0,0,0,0,1,0
670,Dr. Mehta,Economics,Library was not maintained properly.,0,0,0,0,1,0
671,Dr. Verma,Biology,Lab work was poorly managed. Course material was relevant and engaging.,0,1,0,1,0,0
672,Prof. Khan,Computer Science,Library was not maintained properly. Evaluation was not up to the mark.,0,0,1,0,1,0
673,Mr. Iyer,English,New books were regularly added. There were lots of workshops and events.,0,0,0,0,1,1
674,Dr. Verma,History,The teacher explains very clearly. Great support for extracurriculars.,1,0,0,0,0,1
675,Mrs. Das,Physics,Good teaching methods and examples. Library had enough resources.,1,0,0,0,1,0
676,Prof. Khan,Physics,We had hands-on experience every week. The learning resources were very helpful.,0,1,0,1,0,0
677,Ms. Joshi,History,Course material was relevant and engaging. We had hands-on experience every week.,0,1,0,1,0,0
678,Mr. Sharma,Chemistry,Continuous assessment was beneficial. The concepts were explained in a student-friendly way. The syllabus was well-structured. Great support for extracurriculars.,1,1,1,0,0,1
679,Dr. Mehta,Physics,Student clubs were very active. The teacher was very supportive and helpful.,1,0,0,0,0,1
680,Ms. Rani,Biology,The syllabus was well-structured. Student clubs were very active. Lab sessions helped reinforce theory.,0,1,0,1,0,1
681,Dr. Mehta,Mathematics,There were lots of workshops and events. New books were regularly added. The course covered all essential topics.,0,1,0,0,1,1
682,Ms. Rani,Biology,Lab sessions helped reinforce theory. Course material was relevant and engaging. The reading space in the library is great. Continuous assessment was beneficial.,0,1,1,1,1,0
683,Ms. Rani,Chemistry,The course covered all essential topics. There were lots of workshops and events.,0,1,0,0,0,1
684,Mr. Iyer,Mathematics,Library had enough resources. The teacher was very supportive and helpful. Evaluation was not up to the mark.,1,0,1,0,1,0
685,Ms. Rani,Economics,Great support for extracurriculars. Course material was relevant and engaging. The teacher explains very clearly.,1,1,0,0,0,1
686,Mr. Sharma,Mathematics,The syllabus was well-structured. We faced issues in accessing the digital library.,0,1,0,0,1,0
687,Ms. Rani,English,Exam patterns were predictable and easy. New books were regularly added. Labs were well-equipped and interesting. The learning resources were very helpful.,0,1,1,1,1,0
688,Mr. Sharma,Chemistry,We faced issues in accessing the digital library.,0,0,0,0,1,0
689,Dr. Mehta,Mathematics,The syllabus was well-structured. Not many extracurricular activities were encouraged. Continuous assessment was beneficial. The teacher encouraged student interaction.,1,1,1,0,0,1
690,Dr. Verma,Chemistry,The concepts were explained in a student-friendly way. We faced issues in accessing the digital library.,1,0,0,0,1,0
691,Dr. Mehta,Mathematics,Lab work was poorly managed. Evaluation was not up to the mark. Student clubs were very active. The teacher was very supportive and helpful.,1,0,1,1,0,1
692,Dr. Mehta,Biology,Exams were fair and well-balanced. Good teaching methods and examples. We faced issues in accessing the digital library.,1,0,1,0,1,0
693,Prof. Khan,Chemistry,Course material was relevant and engaging. The concepts were explained in a student-friendly way. Evaluation was not up to the mark. Student clubs were very active.,1,1,1,0,0,1
694,Ms. Joshi,Physics,The teacher was very supportive and helpful.,1,0,0,0,0,0
695,Dr. Mehta,Physics,Lab sessions helped reinforce theory. Exams were fair and well-balanced. Library had enough resources. The learning resources were very helpful.,0,1,1,1,1,0
696,Mrs. Das,History,The learning resources were very helpful. The teacher was very supportive and helpful. Labs were well-equipped and interesting. Exam patterns were predictable and easy.,1,1,1,1,0,0
697,Mr. Sharma,Economics,The course covered all essential topics. Lab sessions helped reinforce theory. The questions in the exam were tricky. There were lots of workshops and events.,0,1,1,1,0,1
698,Dr. Mehta,Economics,Not many extracurricular activities were encouraged.,0,0,0,0,0,1
699,Ms. Rani,English,Continuous assessment was beneficial.,0,0,1,0,0,0
700,Ms. Joshi,Physics,The learning resources were very helpful. Great support for extracurriculars.,0,1,0,0,0,1
701,Ms. Joshi,Computer Science,The teacher was very supportive and helpful. Labs were well-equipped and interesting. Content was outdated.,1,1,0,1,0,0
702,Dr. Mehta,Biology,Lab sessions helped reinforce theory. The learning resources were very helpful. The teacher explains very clearly.,1,1,0,1,0,0
703,Ms. Rani,Computer Science,Content was outdated.,0,1,0,0,0,0
704,Mr. Sharma,Mathematics,The reading space in the library is great.,0,0,0,0,1,0
705,Mr. Iyer,Computer Science,The teacher encouraged student interaction. Continuous assessment was beneficial. Course material was relevant and engaging.,1,1,1,0,0,0
706,Dr. Verma,Computer Science,There were lots of workshops and events.,0,0,0,0,0,1
707,Ms. Rani,English,Labs were well-equipped and interesting. Evaluation was not up to the mark. Student clubs were very active. We faced issues in accessing the digital library.,0,0,1,1,1,1
708,Dr. Verma,Biology,The concepts were explained in a student-friendly way.,1,0,0,0,0,0
709,Dr. Mehta,Economics,Not many extracurricular activities were encouraged. The questions in the exam were tricky. Library was not maintained properly.,0,0,1,0,1,1
710,Ms. Joshi,Physics,Lab assistants were very helpful. Library had enough resources. Evaluation was not up to the mark. The teacher encouraged student interaction.,1,0,1,1,1,0
711,Ms. Rani,Chemistry,New books were regularly added. The teacher explains very clearly. Lab sessions helped reinforce theory.,1,0,0,1,1,0
712,Dr. Mehta,Physics,The syllabus was well-structured. Labs were well-equipped and interesting. New books were regularly added. Student clubs were very active.,0,1,0,1,1,1
713,Mr. Sharma,English,Exams were fair and well-balanced. The concepts were explained in a student-friendly way. New books were regularly added. We had hands-on experience every week.,1,0,1,1,1,0
714,Ms. Rani,Economics,We had hands-on experience every week. Student clubs were very active. Continuous assessment was beneficial. The teacher was very supportive and helpful.,1,0,1,1,0,1
715,Ms. Rani,English,There were lots of workshops and events.,0,0,0,0,0,1
716,Prof. Khan,History,The concepts were explained in a student-friendly way. Lab assistants were very helpful.,1,0,0,1,0,0
717,Dr. Verma,Physics,Content was outdated. Evaluation was not up to the mark. We had hands-on experience every week.,0,1,1,1,0,0
718,Ms. Rani,English,Lab sessions helped reinforce theory. We faced issues in accessing the digital library. The concepts were explained in a student-friendly way.,1,0,0,1,1,0
719,Dr. Mehta,Economics,New books were regularly added.,0,0,0,0,1,0
720,Mr. Sharma,Mathematics,Course material was relevant and engaging. The teacher was very supportive and helpful. Library had enough resources. Lab work was poorly managed.,1,1,0,1,1,0
721,Ms. Joshi,Economics,Exam patterns were predictable and easy. Content was outdated. Lab assistants were very helpful.,0,1,1,1,0,0
722,Mr. Iyer,Economics,We had hands-on experience every week. Continuous assessment was beneficial.,0,0,1,1,0,0
723,Prof. Khan,English,Not many extracurricular activities were encouraged.,0,0,0,0,0,1
724,Ms. Rani,Chemistry,Exams were fair and well-balanced. Student clubs were very active.,0,0,1,0,0,1
725,Ms. Rani,Biology,Content was outdated. New books were regularly added. The questions in the exam were tricky. Lab sessions helped reinforce theory.,0,1,1,1,1,0
726,Mr. Sharma,English,There were lots of workshops and events. Lab work was poorly managed. The syllabus was well-structured.,0,1,0,1,0,1
727,Ms. Rani,Computer Science,The learning resources were very helpful. The teacher was very supportive and helpful. Labs were well-equipped and interesting. Library was not maintained properly.,1,1,0,1,1,0
728,Prof. Khan,Computer Science,The teacher encouraged student interaction.,1,0,0,0,0,0
729,Mrs. Das,Physics,Lab sessions helped reinforce theory.,0,0,0,1,0,0
730,Ms. Rani,English,Lab sessions helped reinforce theory. Content was outdated. Continuous assessment was beneficial.,0,1,1,1,0,0
731,Ms. Rani,Biology,We faced issues in accessing the digital library. Exam patterns were predictable and easy. Lab assistants were very helpful. Good teaching methods and examples.,1,0,1,1,1,0
732,Ms. Rani,English,Lab sessions helped reinforce theory. The syllabus was well-structured. The teacher encouraged student interaction.,1,1,0,1,0,0
733,Prof. Khan,History,The concepts were explained in a student-friendly way. Course material was relevant and engaging.,1,1,0,0,0,0
734,Mr. Sharma,Chemistry,The concepts were explained in a student-friendly way.,1,0,0,0,0,0
735,Prof. Khan,History,Exams were fair and well-balanced.,0,0,1,0,0,0
736,Prof. Khan,Chemistry,The teacher encouraged student interaction. The course covered all essential topics.,1,1,0,0,0,0
737,Dr. Mehta,Mathematics,The syllabus was well-structured.,0,1,0,0,0,0
738,Ms. Rani,English,Lab assistants were very helpful. We faced issues in accessing the digital library. The teacher encouraged student interaction. Continuous assessment was beneficial.,1,0,1,1,1,0
739,Ms. Joshi,Physics,The syllabus was well-structured. We had hands-on experience every week. Library was not maintained properly.,0,1,0,1,1,0
740,Mrs. Das,Economics,Loved the cultural and sports events. Lab sessions helped reinforce theory. Library was not maintained properly.,0,0,0,1,1,1
741,Mr. Sharma,Economics,The questions in the exam were tricky. Lab sessions helped reinforce theory.,0,0,1,1,0,0
742,Dr. Mehta,Computer Science,The teacher explains very clearly.,1,0,0,0,0,0
743,Dr. Mehta,Biology,Exam patterns were predictable and easy.,0,0,1,0,0,0
744,Mr. Iyer,English,Loved the cultural and sports events. The syllabus was well-structured.,0,1,0,0,0,1
745,Ms. Rani,Biology,Exams were fair and well-balanced. Good teaching methods and examples. Library was not maintained properly. Student clubs were very active.,1,0,1,0,1,1
746,Ms. Rani,Chemistry,Evaluation was not up to the mark. We faced issues in accessing the digital library. Labs were well-equipped and interesting.,0,0,1,1,1,0
747,Mr. Iyer,Mathematics,The course covered all essential topics.,0,1,0,0,0,0
748,Dr. Verma,Mathematics,The concepts were explained in a student-friendly way. Exam patterns were predictable and easy.,1,0,1,0,0,0
749,Mr. Sharma,Biology,New books were regularly added. Content was outdated. Evaluation was not up to the mark.,0,1,1,0,1,0
750,Mrs. Das,History,The teacher encouraged student interaction. We had hands-on experience every week. The learning resources were very helpful. The questions in the exam were tricky.,1,1,1,1,0,0
751,Mr. Iyer,Economics,Lab work was poorly managed.,0,0,0,1,0,0
752,Mrs. Das,Biology,The teacher encouraged student interaction.,1,0,0,0,0,0
753,Mr. Sharma,Mathematics,Continuous assessment was beneficial. The course covered all essential topics. Labs were well-equipped and interesting.,0,1,1,1,0,0
754,Dr. Verma,Economics,Continuous assessment was beneficial. Course material was relevant and engaging. Library was not maintained properly.,0,1,1,0,1,0
755,Dr. Mehta,Physics,The syllabus was well-structured.,0,1,0,0,0,0
756,Dr. Verma,Chemistry,There were lots of workshops and events. The teacher was very supportive and helpful. We had hands-on experience every week.,1,0,0,1,0,1
757,Mrs. Das,Computer Science,The teacher was very supportive and helpful. Course material was relevant and engaging. Great support for extracurriculars.,1,1,0,0,0,1
758,Mr. Iyer,Physics,Student clubs were very active. New books were regularly added. The teacher was very supportive and helpful. Lab work was poorly managed.,1,0,0,1,1,1
759,Dr. Mehta,Computer Science,The reading space in the library is great.,0,0,0,0,1,0
760,Mrs. Das,Mathematics,We had hands-on experience every week. Continuous assessment was beneficial. Content was outdated. The teacher explains very clearly.,1,1,1,1,0,0
761,Prof. Khan,History,The syllabus was well-structured.,0,1,0,0,0,0
762,Dr. Verma,English,The learning resources were very helpful. We faced issues in accessing the digital library.,0,1,0,0,1,0
